,Election,OfficeName,CandidateID,CanFirstName,CanLastName,Votes,PartyAbbrev,CandidateName
346,GE 2016,2ND CIRCUIT - RETAIN HOPKINS,22879,ROBERT M.,HOPKINS - YES,58353,,ROBERT M. HOPKINS - YES
347,GE 2016,2ND CIRCUIT - RETAIN HOPKINS,22880,ROBERT M.,HOPKINS - NO,19656,,ROBERT M. HOPKINS - NO
348,GE 2016,2ND CIRCUIT - RETAIN DUNN,22881,LARRY D.,DUNN - YES,57072,,LARRY D. DUNN - YES
349,GE 2016,2ND CIRCUIT - RETAIN DUNN,22882,LARRY D.,DUNN - NO,20247,,LARRY D. DUNN - NO
350,GE 2016,2ND CIRCUIT - RETAIN LAMAR,22883,PAUL W.,LAMAR - YES,56001,,PAUL W. LAMAR - YES
351,GE 2016,2ND CIRCUIT - RETAIN LAMAR,22884,PAUL W.,LAMAR - NO,20935,,PAUL W. LAMAR - NO
352,GE 2016,3RD CIRCUIT - RETAIN MATOESIAN,22885,"A. ANDREAS ""ANDY""",MATOESIAN - YES,82467,,"A. ANDREAS ""ANDY"" MATOESIAN - YES"
353,GE 2016,3RD CIRCUIT - RETAIN MATOESIAN,22886,"A. ANDREAS ""ANDY""",MATOESIAN - NO,36967,,"A. ANDREAS ""ANDY"" MATOESIAN - NO"
354,GE 2016,3RD CIRCUIT - RETAIN MUDGE,22887,WILLIAM A.,MUDGE - YES,86592,,WILLIAM A. MUDGE - YES
355,GE 2016,3RD CIRCUIT - RETAIN MUDGE,22888,WILLIAM A.,MUDGE - NO,34960,,WILLIAM A. MUDGE - NO
356,GE 2016,4TH CIRCUIT - RETAIN TODD,22889,WM. ROBIN,TODD - YES,71804,,WM. ROBIN TODD - YES
357,GE 2016,4TH CIRCUIT - RETAIN TODD,22890,WM. ROBIN,TODD - NO,24352,,WM. ROBIN TODD - NO
358,GE 2016,4TH CIRCUIT - RETAIN JARMAN,22891,DOUGLAS L.,JARMAN - YES,70039,,DOUGLAS L. JARMAN - YES
359,GE 2016,4TH CIRCUIT - RETAIN JARMAN,22892,DOUGLAS L.,JARMAN - NO,24674,,DOUGLAS L. JARMAN - NO
360,GE 2016,4TH CIRCUIT - RETAIN MCHANEY,22893,MIKE,McHANEY - YES,69897,,MIKE McHANEY - YES
361,GE 2016,4TH CIRCUIT - RETAIN MCHANEY,22894,MIKE,McHANEY - NO,24202,,MIKE McHANEY - NO
362,GE 2016,4TH CIRCUIT - RETAIN STEDELIN,22895,MARK W.,STEDELIN - YES,71423,,MARK W. STEDELIN - YES
363,GE 2016,5TH CIRCUIT - RETAIN GLENN,22896,JAMES R.,GLENN - YES,53130,,JAMES R. GLENN - YES
364,GE 2016,5TH CIRCUIT - RETAIN GLENN,22897,JAMES R.,GLENN - NO,12271,,JAMES R. GLENN - NO
365,GE 2016,5TH CIRCUIT - RETAIN RIGHTER,22898,TERESA K.,RIGHTER - YES,53256,,TERESA K. RIGHTER - YES
366,GE 2016,5TH CIRCUIT - RETAIN RIGHTER,22899,TERESA K.,RIGHTER - NO,12373,,TERESA K. RIGHTER - NO
367,GE 2016,5TH CIRCUIT - RETAIN SULLIVAN,22900,MATT,SULLIVAN - YES,52698,,MATT SULLIVAN - YES
368,GE 2016,5TH CIRCUIT - RETAIN SULLIVAN,22901,MATT,SULLIVAN - NO,12617,,MATT SULLIVAN - NO
369,GE 2016,6TH CIRCUIT - RETAIN LADD,22903,HEIDI,LADD - YES,119971,,HEIDI LADD - YES
370,GE 2016,6TH CIRCUIT - RETAIN LADD,22904,HEIDI,LADD - NO,24523,,HEIDI LADD - NO
371,GE 2016,7TH CIRCUIT - RETAIN CAVANAGH,22905,PETER C.,CAVANAGH - YES,108811,,PETER C. CAVANAGH - YES
372,GE 2016,7TH CIRCUIT - RETAIN CAVANAGH,22906,PETER C.,CAVANAGH - NO,24762,,PETER C. CAVANAGH - NO
373,GE 2016,8TH CIRCUIT - RETAIN DRUMMOND,22907,MARK A.,DRUMMOND - YES,49110,,MARK A. DRUMMOND - YES
374,GE 2016,8TH CIRCUIT - RETAIN DRUMMOND,22908,MARK A.,DRUMMOND - NO,9420,,MARK A. DRUMMOND - NO
375,GE 2016,8TH CIRCUIT - RETAIN TUCKER,22909,ALAN D.,TUCKER - YES,47525,,ALAN D. TUCKER - YES
376,GE 2016,8TH CIRCUIT - RETAIN TUCKER,22910,ALAN D.,TUCKER - NO,10055,,ALAN D. TUCKER - NO
377,GE 2016,8TH CIRCUIT - RETAIN ADRIAN,22911,ROBERT,ADRIAN - YES,47974,,ROBERT ADRIAN - YES
378,GE 2016,8TH CIRCUIT - RETAIN ADRIAN,22912,ROBERT,ADRIAN - NO,9807,,ROBERT ADRIAN - NO
379,GE 2016,9TH CIRCUIT - RETAIN PONCIN,22913,WILLIAM E.,PONCIN - YES,51552,,WILLIAM E. PONCIN - YES
380,GE 2016,9TH CIRCUIT - RETAIN PONCIN,22914,WILLIAM E.,PONCIN - NO,11618,,WILLIAM E. PONCIN - NO
381,GE 2016,10TH CIRCUIT - RETAIN RISINGER,22915,MICHAEL D.,RISINGER - YES,112802,,MICHAEL D. RISINGER - YES
382,GE 2016,10TH CIRCUIT - RETAIN RISINGER,22916,MICHAEL D.,RISINGER - NO,27490,,MICHAEL D. RISINGER - NO
383,GE 2016,10TH CIRCUIT - RETAIN VESPA,22917,JOHN P.,VESPA - YES,113151,,JOHN P. VESPA - YES
384,GE 2016,10TH CIRCUIT - RETAIN VESPA,22918,JOHN P.,VESPA - NO,27808,,JOHN P. VESPA - NO
385,GE 2016,11TH CIRCUIT - RETAIN DRAZEWSKI,22919,SCOTT,DRAZEWSKI - YES,91976,,SCOTT DRAZEWSKI - YES
386,GE 2016,11TH CIRCUIT - RETAIN DRAZEWSKI,22920,SCOTT,DRAZEWSKI - NO,26728,,SCOTT DRAZEWSKI - NO
387,GE 2016,12TH CIRCUIT - RETAIN GOODMAN,22921,CARMEN,GOODMAN - YES,192294,,CARMEN GOODMAN - YES
388,GE 2016,12TH CIRCUIT - RETAIN GOODMAN,22922,CARMEN,GOODMAN - NO,63421,,CARMEN GOODMAN - NO
389,GE 2016,12TH CIRCUIT - RETAIN ANDERSON,22923,JOHN C.,ANDERSON - YES,193068,,JOHN C. ANDERSON - YES
390,GE 2016,12TH CIRCUIT - RETAIN ANDERSON,22924,JOHN C.,ANDERSON - NO,61510,,JOHN C. ANDERSON - NO
391,GE 2016,12TH CIRCUIT - RETAIN PETRUNGARO,22925,"BARBARA ""BOBBI"" N.",PETRUNGARO - YES,194569,,"BARBARA ""BOBBI"" N. PETRUNGARO - YES"
392,GE 2016,12TH CIRCUIT - RETAIN PETRUNGARO,22926,"BARBARA ""BOBBI"" N.",PETRUNGARO - NO,61207,,"BARBARA ""BOBBI"" N. PETRUNGARO - NO"
393,GE 2016,12TH CIRCUIT - RETAIN POWERS,22927,MICHAEL J.,POWERS - YES,196248,,MICHAEL J. POWERS - YES
394,GE 2016,12TH CIRCUIT - RETAIN POWERS,22928,MICHAEL J.,POWERS - NO,59022,,MICHAEL J. POWERS - NO
395,GE 2016,12TH CIRCUIT - RETAIN ROSSI,22929,RAYMOND (RAY) E.,ROSSI - YES,197583,,RAYMOND (RAY) E. ROSSI - YES
396,GE 2016,12TH CIRCUIT - RETAIN ROSSI,22930,RAYMOND (RAY) E.,ROSSI - NO,58779,,RAYMOND (RAY) E. ROSSI - NO
397,GE 2016,"13TH CIRCUIT - RETAIN RYAN, JR.",22931,HOWARD CHRIS,"RYAN, JR. - YES",65122,,"HOWARD CHRIS RYAN, JR. - YES"
398,GE 2016,"13TH CIRCUIT - RETAIN RYAN, JR.",22932,HOWARD CHRIS,"RYAN, JR. - NO",14527,,"HOWARD CHRIS RYAN, JR. - NO"
399,GE 2016,13TH CIRCUIT - RETAIN BERNABEI,22933,MARC P.,BERNABEI - YES,64730,,MARC P. BERNABEI - YES
400,GE 2016,13TH CIRCUIT - RETAIN BERNABEI,22934,MARC P.,BERNABEI - NO,14710,,MARC P. BERNABEI - NO
401,GE 2016,13TH CIRCUIT - RETAIN PETERSON,22935,LANCE R.,PETERSON - YES,65089,,LANCE R. PETERSON - YES
402,GE 2016,13TH CIRCUIT - RETAIN PETERSON,22936,LANCE R.,PETERSON - NO,14151,,LANCE R. PETERSON - NO
403,GE 2016,14TH CIRCUIT - RETAIN LEFSTEIN,22937,LORI R.,LEFSTEIN - YES,86370,,LORI R. LEFSTEIN - YES
404,GE 2016,14TH CIRCUIT - RETAIN LEFSTEIN,22938,LORI R.,LEFSTEIN - NO,21803,,LORI R. LEFSTEIN - NO
405,GE 2016,"14TH CIRCUIT - RETAIN CONWAY, JR.",22939,JAMES G.,"CONWAY, JR. - YES",83912,,"JAMES G. CONWAY, JR. - YES"
406,GE 2016,"14TH CIRCUIT - RETAIN CONWAY, JR.",22940,JAMES G.,"CONWAY, JR. - NO",23379,,"JAMES G. CONWAY, JR. - NO"
407,GE 2016,14TH CIRCUIT - RETAIN DARROW,22941,"CLARENCE ""MIKE""",DARROW - YES,86039,,"CLARENCE ""MIKE"" DARROW - YES"
408,GE 2016,14TH CIRCUIT - RETAIN DARROW,22942,"CLARENCE ""MIKE""",DARROW - NO,22501,,"CLARENCE ""MIKE"" DARROW - NO"
409,GE 2016,14TH CIRCUIT - RETAIN FUHR,22943,FRANK,FUHR - YES,83852,,FRANK FUHR - YES
410,GE 2016,14TH CIRCUIT - RETAIN FUHR,22944,FRANK,FUHR - NO,23062,,FRANK FUHR - NO
411,GE 2016,16TH CIRCUIT - RETAIN SPENCE,22945,ROBERT B.,SPENCE - YES,129869,,ROBERT B. SPENCE - YES
412,GE 2016,16TH CIRCUIT - RETAIN SPENCE,22946,ROBERT B.,SPENCE - NO,35600,,ROBERT B. SPENCE - NO
413,GE 2016,16TH CIRCUIT - RETAIN BOLES,22947,SUSAN CLANCY,BOLES - YES,130634,,SUSAN CLANCY BOLES - YES
414,GE 2016,16TH CIRCUIT - RETAIN BOLES,22948,SUSAN CLANCY,BOLES - NO,34389,,SUSAN CLANCY BOLES - NO
415,GE 2016,16TH CIRCUIT - RETAIN AKEMANN,22949,DAVID R.,AKEMANN - YES,130063,,DAVID R. AKEMANN - YES
416,GE 2016,16TH CIRCUIT - RETAIN AKEMANN,22950,DAVID R.,AKEMANN - NO,35320,,DAVID R. AKEMANN - NO
417,GE 2016,16TH CIRCUIT - RETAIN BUSCH,22951,KEVIN T.,BUSCH - YES,128211,,KEVIN T. BUSCH - YES
418,GE 2016,16TH CIRCUIT - RETAIN BUSCH,22952,KEVIN T.,BUSCH - NO,36430,,KEVIN T. BUSCH - NO
419,GE 2016,17TH CIRCUIT - RETAIN ZENOFF,22953,KATHRYN E.,ZENOFF - YES,104013,,KATHRYN E. ZENOFF - YES
420,GE 2016,17TH CIRCUIT - RETAIN ZENOFF,22954,KATHRYN E.,ZENOFF - NO,20050,,KATHRYN E. ZENOFF - NO
421,GE 2016,17TH CIRCUIT - RETAIN HOLMGREN,22955,JANET R.,HOLMGREN - YES,105449,,JANET R. HOLMGREN - YES
422,GE 2016,17TH CIRCUIT - RETAIN HOLMGREN,22956,JANET R.,HOLMGREN - NO,19552,,JANET R. HOLMGREN - NO
423,GE 2016,17TH CIRCUIT - RETAIN TOBIN,22957,ROB,TOBIN - YES,101760,,ROB TOBIN - YES
424,GE 2016,17TH CIRCUIT - RETAIN TOBIN,22958,ROB,TOBIN - NO,21107,,ROB TOBIN - NO
425,GE 2016,18TH CIRCUIT - RETAIN WHEATON,22959,BONNIE M.,WHEATON - YES,279765,,BONNIE M. WHEATON - YES
426,GE 2016,18TH CIRCUIT - RETAIN WHEATON,22960,BONNIE M.,WHEATON - NO,62073,,BONNIE M. WHEATON - NO
427,GE 2016,18TH CIRCUIT - RETAIN POPEJOY,22961,KENNETH L.,POPEJOY - YES,259089,,KENNETH L. POPEJOY - YES
428,GE 2016,18TH CIRCUIT - RETAIN POPEJOY,22962,KENNETH L.,POPEJOY - NO,71011,,KENNETH L. POPEJOY - NO
429,GE 2016,18TH CIRCUIT - RETAIN GUERIN,22963,DANIEL P.,GUERIN - YES,261309,,DANIEL P. GUERIN - YES
430,GE 2016,18TH CIRCUIT - RETAIN GUERIN,22964,DANIEL P.,GUERIN - NO,65527,,DANIEL P. GUERIN - NO
431,GE 2016,18TH CIRCUIT - RETAIN MALLEN,22965,DOROTHY FRENCH,MALLEN - YES,264887,,DOROTHY FRENCH MALLEN - YES
432,GE 2016,18TH CIRCUIT - RETAIN MALLEN,22966,DOROTHY FRENCH,MALLEN - NO,62515,,DOROTHY FRENCH MALLEN - NO
433,GE 2016,18TH CIRCUIT - RETAIN SUTTER,22967,RONALD D.,SUTTER - YES,260656,,RONALD D. SUTTER - YES
434,GE 2016,18TH CIRCUIT - RETAIN SUTTER,22968,RONALD D.,SUTTER - NO,65473,,RONALD D. SUTTER - NO
435,GE 2016,19TH CIRCUIT - RETAIN MULLEN,22969,MARGARET J.,MULLEN - YES,200404,,MARGARET J. MULLEN - YES
436,GE 2016,19TH CIRCUIT - RETAIN MULLEN,22970,MARGARET J.,MULLEN - NO,39346,,MARGARET J. MULLEN - NO
437,GE 2016,19TH CIRCUIT - RETAIN ROSSETTI,22971,VICTORIA A.,ROSSETTI - YES,197531,,VICTORIA A. ROSSETTI - YES
438,GE 2016,19TH CIRCUIT - RETAIN ROSSETTI,22972,VICTORIA A.,ROSSETTI - NO,40554,,VICTORIA A. ROSSETTI - NO
439,GE 2016,19TH CIRCUIT - RETAIN ORTIZ,22973,JORGE L.,ORTIZ - YES,194125,,JORGE L. ORTIZ - YES
440,GE 2016,19TH CIRCUIT - RETAIN ORTIZ,22974,JORGE L.,ORTIZ - NO,44399,,JORGE L. ORTIZ - NO
441,GE 2016,19TH CIRCUIT - RETAIN WINTER,22975,DIANE E.,WINTER - YES,195933,,DIANE E. WINTER - YES
442,GE 2016,19TH CIRCUIT - RETAIN WINTER,22976,DIANE E.,WINTER - NO,40652,,DIANE E. WINTER - NO
443,GE 2016,19TH CIRCUIT - RETAIN LEVITT,22977,MARK L.,LEVITT - YES,194987,,MARK L. LEVITT - YES
444,GE 2016,20TH CIRCUIT - RETAIN BROWN,22978,RICHARD A.,BROWN - YES,110910,,RICHARD A. BROWN - YES
445,GE 2016,20TH CIRCUIT - RETAIN BROWN,22979,RICHARD A.,BROWN - NO,43196,,RICHARD A. BROWN - NO
446,GE 2016,21ST CIRCUIT - RETAIN ELLIOTT,22980,KATHY BRADSHAW,ELLIOTT - YES,45436,,KATHY BRADSHAW ELLIOTT - YES
447,GE 2016,21ST CIRCUIT - RETAIN ELLIOTT,22981,KATHY BRADSHAW,ELLIOTT - NO,8695,,KATHY BRADSHAW ELLIOTT - NO
448,GE 2016,23RD CIRCUIT - RETAIN STUCKERT,22982,ROBBIN J.,STUCKERT - YES,65174,,ROBBIN J. STUCKERT - YES
449,GE 2016,23RD CIRCUIT - RETAIN STUCKERT,22983,ROBBIN J.,STUCKERT - NO,15940,,ROBBIN J. STUCKERT - NO
450,GE 2016,23RD CIRCUIT - RETAIN MCCANN,22984,TIMOTHY J.,McCANN - YES,64988,,TIMOTHY J. McCANN - YES
451,GE 2016,23RD CIRCUIT - RETAIN MCCANN,22985,TIMOTHY J.,McCANN - NO,15645,,TIMOTHY J. McCANN - NO
452,GE 2016,23RD CIRCUIT - RETAIN DOHERTY,22986,THOMAS L.,DOHERTY - YES,64836,,THOMAS L. DOHERTY - YES
453,GE 2016,23RD CIRCUIT - RETAIN DOHERTY,22987,THOMAS L.,DOHERTY - NO,15452,,THOMAS L. DOHERTY - NO
454,GE 2016,23RD CIRCUIT - RETAIN PILMER,22988,ROBERT P. (BOB),PILMER - YES,63705,,ROBERT P. (BOB) PILMER - YES
455,GE 2016,23RD CIRCUIT - RETAIN PILMER,22989,ROBERT P. (BOB),PILMER - NO,15884,,ROBERT P. (BOB) PILMER - NO
456,GE 2016,COOK CIRCUIT - RETAIN HALL,22990,SOPHIA H.,HALL - YES,1155566,,SOPHIA H. HALL - YES
457,GE 2016,COOK CIRCUIT - RETAIN HALL,22991,SOPHIA H.,HALL - NO,308064,,SOPHIA H. HALL - NO
458,GE 2016,COOK CIRCUIT - RETAIN SOLGANICK,22992,IRWIN J.,SOLGANICK - YES,989332,,IRWIN J. SOLGANICK - YES
459,GE 2016,COOK CIRCUIT - RETAIN SOLGANICK,22993,IRWIN J.,SOLGANICK - NO,435217,,IRWIN J. SOLGANICK - NO
460,GE 2016,COOK CIRCUIT - RETAIN WHITE,22994,ALEXANDER PATRICK,WHITE - YES,1070386,,ALEXANDER PATRICK WHITE - YES
461,GE 2016,COOK CIRCUIT - RETAIN WHITE,22995,ALEXANDER PATRICK,WHITE - NO,363280,,ALEXANDER PATRICK WHITE - NO
462,GE 2016,COOK CIRCUIT - RETAIN GAUGHAN,22996,VINCENT MICHAEL,GAUGHAN - YES,1053415,,VINCENT MICHAEL GAUGHAN - YES
463,GE 2016,COOK CIRCUIT - RETAIN GAUGHAN,22997,VINCENT MICHAEL,GAUGHAN - NO,379065,,VINCENT MICHAEL GAUGHAN - NO
464,GE 2016,COOK CIRCUIT - RETAIN BERTUCCI,22998,ROBERT W.,BERTUCCI - YES,1064860,,ROBERT W. BERTUCCI - YES
465,GE 2016,COOK CIRCUIT - RETAIN BERTUCCI,22999,ROBERT W.,BERTUCCI - NO,378154,,ROBERT W. BERTUCCI - NO
466,GE 2016,COOK CIRCUIT - RETAIN DOOLING,23000,DEBORAH MARY,DOOLING - YES,1089977,,DEBORAH MARY DOOLING - YES
467,GE 2016,COOK CIRCUIT - RETAIN DOOLING,23001,DEBORAH MARY,DOOLING - NO,331607,,DEBORAH MARY DOOLING - NO
468,GE 2016,COOK CIRCUIT - RETAIN EVANS,23002,TIMOTHY C.,EVANS - YES,1124768,,TIMOTHY C. EVANS - YES
469,GE 2016,COOK CIRCUIT - RETAIN EVANS,23003,TIMOTHY C.,EVANS - NO,338465,,TIMOTHY C. EVANS - NO
470,GE 2016,23RD CIRCUIT - A VACANCY - DeKALB COUNTY,23004,SHANNON,STOKER,17678,DEM,SHANNON STOKER
471,GE 2016,COOK CIRCUIT - RETAIN INGRAM,23005,CHEYRL D.,INGRAM - YES,1086227,,CHEYRL D. INGRAM - YES
472,GE 2016,COOK CIRCUIT - RETAIN INGRAM,23006,CHEYRL D.,INGRAM - NO,317792,,CHEYRL D. INGRAM - NO
473,GE 2016,COOK CIRCUIT - RETAIN JAGIELSKI,23007,RAYMOND L.,JAGIELSKI - YES,1002496,,RAYMOND L. JAGIELSKI - YES
474,GE 2016,COOK CIRCUIT - RETAIN JAGIELSKI,23008,RAYMOND L.,JAGIELSKI - NO,393978,,RAYMOND L. JAGIELSKI - NO
475,GE 2016,COOK CIRCUIT - RETAIN LAMPKIN,23009,BERTINA E.,LAMPKIN - YES,1063326,,BERTINA E. LAMPKIN - YES
476,GE 2016,COOK CIRCUIT - RETAIN LAMPKIN,23010,BERTINA E.,LAMPKIN - NO,348035,,BERTINA E. LAMPKIN - NO
477,GE 2016,COOK CIRCUIT - RETAIN MAKI,23011,WILLIAM,MAKI - YES,1002939,,WILLIAM MAKI - YES
478,GE 2016,COOK CIRCUIT - RETAIN MAKI,23012,WILLIAM,MAKI - NO,385284,,WILLIAM MAKI - NO
479,GE 2016,COOK CIRCUIT - RETAIN SULLIVAN,23013,SHARON MARIE,SULLIVAN - YES,1096676,,SHARON MARIE SULLIVAN - YES
480,GE 2016,COOK CIRCUIT - RETAIN SULLIVAN,23014,SHARON MARIE,SULLIVAN - NO,307729,,SHARON MARIE SULLIVAN - NO
481,GE 2016,COOK CIRCUIT - RETAIN MCCARTHY,23015,JAMES PATRICK,McCARTHY - YES,1059218,,JAMES PATRICK McCARTHY - YES
482,GE 2016,COOK CIRCUIT - RETAIN MCCARTHY,23016,JAMES PATRICK,McCARTHY - NO,343040,,JAMES PATRICK McCARTHY - NO
483,GE 2016,COOK CIRCUIT - RETAIN HUBBARD,23017,ARNETTE R.,HUBBARD - YES,1063105,,ARNETTE R. HUBBARD - YES
484,GE 2016,COOK CIRCUIT - RETAIN HUBBARD,23018,ARNETTE R.,HUBBARD - NO,334800,,ARNETTE R. HUBBARD - NO
485,GE 2016,COOK CIRCUIT - RETAIN FORD,23019,NICHOLAS R.,FORD - YES,1005412,,NICHOLAS R. FORD - YES
486,GE 2016,COOK CIRCUIT - RETAIN FORD,23020,NICHOLAS R.,FORD - NO,393358,,NICHOLAS R. FORD - NO
487,GE 2016,COOK CIRCUIT - RETAIN BURNS,23021,CHARLES PATRICK,BURNS - YES,1032003,,CHARLES PATRICK BURNS - YES
488,GE 2016,COOK CIRCUIT - RETAIN BURNS,23022,CHARLES PATRICK,BURNS - NO,354930,,CHARLES PATRICK BURNS - NO
489,GE 2016,COOK CIRCUIT - RETAIN FILAN,23023,DENISE KATHLEEN,FILAN - YES,1047882,,DENISE KATHLEEN FILAN - YES
